epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
9,887.771,1.98297,2.43702,1.37653,0.33938,0.29019,0.23975,0.11848,1.76186,2.00788,1.28169,0.00122691,0.00122691,0.00122691
